Program ID,University,Program,Level,Language,Start Date,Tuition Covered,Accomodation covered?,Living Expense Covered?,Tuition fees to pay,Original Tuition fee,Accomodation to pay,Living expense to pay,School Logo
392,Wenzhou University,Biology,Master,Chinese,"Sep,2023",8000-22000,No,No,"0-14,000","20,000-22,000",4000/year,About 1000/month,https://www.cucas.cn//resource/new/images/school/logo/logo_13.png
393,Wenzhou University,Translating and Interpreting,Master,English,"Sep,2023",8000-22000,No,No,"0-14,000","20,000-22,000",4000/year,About 1000/month,https://www.cucas.cn//resource/new/images/school/logo/logo_13.png
394,Wenzhou University,Finance,Master,English,"Sep,2023",8000-22000,No,No,"0-14,000","20,000-22,000",4000/year,About 1000/month,https://www.cucas.cn//resource/new/images/school/logo/logo_13.png
395,Wenzhou University,Electronic Information (Electronic Science & Technology),Master,English,"Sep,2023",8000-22000,No,No,"0-14,000","20,000-22,000",4000/year,About 1000/month,https://www.cucas.cn//resource/new/images/school/logo/logo_13.png
396,Wenzhou University,Discipline Teaching (English),Master,English,"Sep,2023",8000-22000,No,No,"0-14,000","20,000-22,000",4000/year,About 1000/month,https://www.cucas.cn//resource/new/images/school/logo/logo_13.png
397,Wenzhou University,Electronic Information (Computer Science and Technology),Master,English,"Sep,2023",8000-22000,No,No,"0-14,000","20,000-22,000",4000/year,About 1000/month,https://www.cucas.cn//resource/new/images/school/logo/logo_13.png
398,Wenzhou University,Materials Science and Engineering,Master,English,"Sep,2023",8000-22000,No,No,"0-14,000","20,000-22,000",4000/year,About 1000/month,https://www.cucas.cn//resource/new/images/school/logo/logo_13.png
399,Wenzhou University,Teaching Chinese to Speakers of Other Languages,Master,Chinese,"Sep,2023",8000-22000,No,No,"0-14,000","20,000-22,000",4000/year,About 1000/month,https://www.cucas.cn//resource/new/images/school/logo/logo_104.png
400,Wenzhou University,Mechanical Engineering,Master,English,"Sep,2023",8000-22000,No,No,"0-14,000","20,000-22,000",4000/year,About 1000/month,https://www.cucas.cn//resource/new/images/school/logo/logo_104.png
401,Wenzhou University,Chemistry,Master,English,"Sep,2023",8000-22000,No,No,"0-14,000","20,000-22,000",4000/year,About 1000/month,https://www.cucas.cn//resource/new/images/school/logo/logo_104.png
402,Wenzhou University,Law,Master,English,"Sep,2023",8000-22000,No,No,"0-14,000","20,000-22,000",4000/year,About 1000/month,https://www.cucas.cn//resource/new/images/school/logo/logo_104.png
403,Wenzhou University,Civil and Hydraulic Engineering,Master,English,"Sep,2023",8000-22000,No,No,"0-14,000","20,000-22,000",4000/year,About 1000/month,https://www.cucas.cn//resource/new/images/school/logo/logo_104.png
404,Wenzhou University,Computer Science and Technology,Master,English,"Sep,2023",8000-22000,No,No,"0-14,000","20,000-22,000",4000/year,About 1000/month,https://www.cucas.cn//resource/new/images/school/logo/logo_104.png
405,Wenzhou University,Applied Economics,Master,English,"Sep,2023",8000-22000,No,No,"0-14,000","20,000-22,000",4000/year,About 1000/month,https://www.cucas.cn//resource/new/images/school/logo/logo_104.png
406,Wenzhou University,Electrical Engineering,Master,English,"Sep,2023",8000-22000,No,No,"0-14,000","20,000-22,000",4000/year,About 1000/month,https://www.cucas.cn//resource/new/images/school/logo/logo_104.png
407,Zhejiang University of Science and Technology,Advanced Manufacturing and Informatization,Master,English,"Sep,2023","21,000-25,000",No,No,0,"21,000-25,000",400-12000RMB/month,About 1000/month,https://www.cucas.cn//resource/new/images/school/logo/logo_104.png
408,Zhejiang University of Science and Technology,Chemical Engineering and Technique,Master,English,"Sep,2023","21,000-25,000",No,No,0,"21,000-25,000",400-12000RMB/month,About 1000/month,https://www.cucas.cn//resource/new/images/school/logo/logo_104.png
409,Zhejiang University of Science and Technology,Civil Engineering,Master,English,"Sep,2023","21,000-25,000",No,No,0,"21,000-25,000",400-12000RMB/month,About 1000/month,https://www.cucas.cn//resource/new/images/school/logo/logo_104.png
410,Zhejiang University of Science and Technology,Intelligent Manufacturing and Control Engineering,Master,English,"Sep,2023","21,000-25,000",No,No,"0-10,500-","21,000-25,000",About 1500/month,About 1000/month,https://www.cucas.cn//resource/new/images/school/logo/logo_104.png
411,Zhejiang University of Science and Technology,Intelligent Manufacturing and Control Engineering,Master,English,"Sep,2023","21,000-25,000",No,No,0,"21,000-25,000",400-12000RMB/month,About 1000/month,https://www.cucas.cn//resource/new/images/school/logo/logo_104.png
412,Zhejiang University of Science and Technology,Master of Teaching Chinese Language to Speakers of Other Languages(MTCSOL),Master,Chinese,"Sep,2023","21,000-25,000",No,No,"0-10,500-","21,000-25,000",About 1500/month,About 1000/month,https://www.cucas.cn//resource/new/images/school/logo/logo_104.png
413,Zhejiang University of Science and Technology,Applied Statistics,Master,English,"Sep,2023","21,000-25,000",No,No,"0-10,500-","21,000-25,000",About 1500/month,About 1000/month,https://www.cucas.cn//resource/new/images/school/logo/logo_104.png
414,Zhejiang University of Science and Technology,Master of Teaching Chinese Language to Speakers of Other Languages(MTCSOL),Master,Chinese,"Sep,2023","21,000-25,000",No,No,0,"21,000-25,000",400-12000RMB/month,About 1000/month,https://www.cucas.cn//resource/new/images/school/logo/logo_104.png
415,Zhejiang University of Science and Technology,Advanced Manufacturing and Informatization,Master,English,"Sep,2023","21,000-25,000",No,No,"0-10,500-","21,000-25,000",About 1500/month,About 1000/month,https://www.cucas.cn//resource/new/images/school/logo/logo_104.png
416,Zhejiang University of Science and Technology,Applied Statistics,Master,English,"Sep,2023","21,000-25,000",No,No,0,"21,000-25,000",400-12000RMB/month,About 1000/month,https://www.cucas.cn//resource/new/images/school/logo/logo_104.png
417,Zhejiang University of Science and Technology,Civil Engineering,Master,English,"Sep,2023","21,000-25,000",No,No,"0-10,500-","21,000-25,000",About 1500/month,About 1000/month,https://www.cucas.cn//resource/new/images/school/logo/logo_104.png
418,Zhejiang University of Science and Technology,Chemical Engineering and Technique,Master,English,"Sep,2023","21,000-25,000",No,No,"0-10,500-","21,000-25,000",About 1500/month,About 1000/month,https://www.cucas.cn//resource/new/images/school/logo/logo_104.png
419,Ningbo University,Chinese History,Master,Chinese,"Sep,2023","30,000",No,No,0 - 10000,"18,000-40,000",About 4000/year,About 1000/month,https://www.cucas.cn//resource/new/images/school/logo/logo_126.png
420,Ningbo University,Teaching Chinese to Speakers of Other Languages,Master,Chinese,"Sep,2023","30,000",No,No,0 - 10000,"18,000-40,000",About 4000/year,About 1000/month,https://www.cucas.cn//resource/new/images/school/logo/logo_126.png
421,Ningbo University,Food Science and Engineering,Master,English,"Sep,2023","30,000",No,No,0 - 10000,"18,000-40,000",About 4000/year,About 1000/month,https://www.cucas.cn//resource/new/images/school/logo/logo_126.png
422,Ningbo University,MBA (MIT Ningbo Supply Chain Management)(MNSCM),Master,English,"Sep,2023","30,000",No,No,0 - 10000,"18,000-40,000",About 4000/year,About 1000/month,https://www.cucas.cn//resource/new/images/school/logo/logo_126.png
423,Ningbo University,German Linguistics and Literature,Master,German,"Sep,2023","30,000",No,No,0 - 10000,"18,000-40,000",About 4000/year,About 1000/month,https://www.cucas.cn//resource/new/images/school/logo/logo_126.png
424,Ningbo University,Law,Master,English,"Sep,2023","30,000",No,No,0 - 10000,"18,000-40,000",About 4000/year,About 1000/month,https://www.cucas.cn//resource/new/images/school/logo/logo_126.png
425,Ningbo University,Japanese Linguistics and Literature,Master,Japanese,"Sep,2023","30,000",No,No,0- 10000,"18,000-40,000",About 4000/year,About 1000/month,https://www.cucas.cn//resource/new/images/school/logo/logo_126.png
426,Ningbo University,Design,Master,English,"Sep,2023","30,000",No,No,0 - 10000,"18,000-40,000",About 4000/year,About 1000/month,https://www.cucas.cn//resource/new/images/school/logo/logo_126.png
427,Ningbo University,English Language and Literature,Master,English,"Sep,2023","30,000",No,No,0 - 10000,"18,000-40,000",About 4000/year,About 1000/month,https://www.cucas.cn//resource/new/images/school/logo/logo_126.png
428,Ningbo University,Design,Master,English,"Sep,2023","30,000",No,No,0- 10000,"18,000-40,000",About 4000/year,About 1000/month,https://www.cucas.cn//resource/new/images/school/logo/logo_126.png
429,Ningbo University,MBA (MIT Ningbo Supply Chain Management)(MNSCM),Master,English,"Sep,2023","30,000",No,No,0- 10000,"18,000-40,000",About 4000/year,About 1000/month,https://www.cucas.cn//resource/new/images/school/logo/logo_126.png
430,Ningbo University,Human Movement Science,Master,English,"Sep,2023","30,000",No,No,0 - 10000,"18,000-40,000",About 4000/year,About 1000/month,https://www.cucas.cn//resource/new/images/school/logo/logo_126.png
431,Ningbo University,Master of Business Administration,Master,English,"Sep,2023","30,000",No,No,0 - 10000,"18,000-40,000",About 4000/year,About 1000/month,https://www.cucas.cn//resource/new/images/school/logo/logo_126.png
432,Ningbo University,Teaching Chinese to Speakers of Other Languages,Master,Chinese,"Sep,2023","30,000",No,No,0- 10000,"18,000-40,000",About 4000/year,About 1000/month,https://www.cucas.cn//resource/new/images/school/logo/logo_126.png
433,Ningbo University,Aquaculture,Master,English,"Sep,2023","30,000",No,No,0- 10000,"18,000-40,000",About 4000/year,About 1000/month,https://www.cucas.cn//resource/new/images/school/logo/logo_126.png
434,Ningbo University,Food Science and Engineering,Master,English,"Sep,2023","30,000",No,No,0- 10000,"18,000-40,000",About 4000/year,About 1000/month,https://www.cucas.cn//resource/new/images/school/logo/logo_126.png
435,Ningbo University,German Linguistics and Literature,Master,German,"Sep,2023","30,000",No,No,0- 10000,"18,000-40,000",About 4000/year,About 1000/month,https://www.cucas.cn//resource/new/images/school/logo/logo_126.png
436,Ningbo University,Law,Master,English,"Sep,2023","30,000",No,No,0- 10000,"18,000-40,000",About 4000/year,About 1000/month,https://www.cucas.cn//resource/new/images/school/logo/logo_126.png
437,Ningbo University,Human Movement Science,Master,English,"Sep,2023","30,000",No,No,0- 10000,"18,000-40,000",About 4000/year,About 1000/month,https://www.cucas.cn//resource/new/images/school/logo/logo_126.png
438,Ningbo University,English Language and Literature,Master,English,"Sep,2023","30,000",No,No,0- 10000,"18,000-40,000",About 4000/year,About 1000/month,https://www.cucas.cn//resource/new/images/school/logo/logo_126.png
439,Ningbo University,Port and Shipping Technology and Management Engineering ,Master,English,"Sep,2023","30,000",No,No,0 - 10000,"18,000-40,000",About 4000/year,About 1000/month,https://www.cucas.cn//resource/new/images/school/logo/logo_1360.png
440,Ningbo University,Music and Dance,Master,English,"Sep,2023","30,000",No,No,0 - 10000,"18,000-40,000",About 4000/year,About 1000/month,https://www.cucas.cn//resource/new/images/school/logo/logo_1360.png
441,Ningbo University,Japanese Linguistics and Literature,Master,Japanese,"Sep,2023","30,000",No,No,0 - 10000,"18,000-40,000",About 4000/year,About 1000/month,https://www.cucas.cn//resource/new/images/school/logo/logo_1360.png
442,Ningbo University,Communication and Information System,Master,English,"Sep,2023","30,000",No,No,0 - 10000,"18,000-40,000",About 4000/year,About 1000/month,https://www.cucas.cn//resource/new/images/school/logo/logo_1360.png
443,Ningbo University,Music and Dance,Master,English,"Sep,2023","30,000",No,No,0- 10000,"18,000-40,000",About 4000/year,About 1000/month,https://www.cucas.cn//resource/new/images/school/logo/logo_1360.png
444,Ningbo University,Port and Shipping Technology and Management Engineering ,Master,English,"Sep,2023","30,000",No,No,0- 10000,"18,000-40,000",About 4000/year,About 1000/month,https://www.cucas.cn//resource/new/images/school/logo/logo_1360.png
445,Ningbo University,Aquaculture,Master,English,"Sep,2023","30,000",No,No,0 - 10000,"18,000-40,000",About 4000/year,About 1000/month,https://www.cucas.cn//resource/new/images/school/logo/logo_1360.png
446,Ningbo University,Communication and Information System,Master,English,"Sep,2023","30,000",No,No,0- 10000,"18,000-40,000",About 4000/year,About 1000/month,https://www.cucas.cn//resource/new/images/school/logo/logo_1360.png
447,Ningbo University,Chinese History,Master,Chinese,"Sep,2023","30,000",No,No,0- 10000,"18,000-40,000",About 4000/year,About 1000/month,https://www.cucas.cn//resource/new/images/school/logo/logo_1360.png
448,Ningbo University,Master of Business Administration,Master,English,"Sep,2023","30,000",No,No,0- 10000,"18,000-40,000",About 4000/year,About 1000/month,https://www.cucas.cn//resource/new/images/school/logo/logo_1360.png
449,Northeast Forestry University,Biology (College of Life Science),Master,Chinese,"Sep,2024",Yes,Yes,No,0-15000 RMB,30000,0-1000/month,1500/month,https://www.cucas.cn//resource/new/images/school/logo/logo_1360.png
450,Northeast Forestry University,Applied Economics,Master,Chinese,"Sep,2024",Yes,Yes,No,0-15000 RMB,30000,0-1000/month,1500/month,https://www.cucas.cn//resource/new/images/school/logo/logo_1360.png
451,Northeast Forestry University,Management Science and Engineering(School of Civil Engineering),Master,Chinese,"Sep,2024",Yes,Yes,No,0-15000 RMB,30000,0-1000/month,1500/month,https://www.cucas.cn//resource/new/images/school/logo/logo_1360.png
452,"School of Economics and Management, Tongji University",MGM-Master of Global Management(Corporate Management),Master,English,"Sep,2024",Yes,No,No,"69,000","79,000",About 3000/month,About 1000/month,https://www.cucas.cn//resource/new/images/school/logo/logo_1360.png
453,Zhejiang A & F University,Urban Management,Master,Chinese,"Sep,2024",30000,No,No,0,"20,000",0,About 700-1500/month,https://www.cucas.cn//resource/new/images/school/logo/logo_1360.png
454,Zhejiang A & F University,Biophysics,Master,Chinese,"Sep,2024",30000,No,No,0,"20,000",0,About 700-1500/month,https://www.cucas.cn//resource/new/images/school/logo/logo_1360.png
455,Zhejiang A & F University,Comprising of Chinese Art and Foreign Art,Master,Chinese,"Sep,2024",30000,No,No,0,"20,000",0,About 700-1500/month,https://www.cucas.cn//resource/new/images/school/logo/logo_1360.png
456,Zhejiang A & F University,Resources Utilization and PlantConservation(Plant Conservation),Master,Chinese,"Sep,2024",30000,No,No,0,"20,000",0,About 700-1500/month,https://www.cucas.cn//resource/new/images/school/logo/logo_1360.png
457,University of Nottingham Ningbo China,MRes Mechanical Engineering,Master,English,"Sep,2024",,No,No,0-,"110,000","Tuition: 110,000 0-110,000","Tuition: 110,000 0-110,000",https://www.cucas.cn//resource/new/images/school/logo/logo_1360.png
458,University of Nottingham Ningbo China,MRes Sustainable Energy and Building Technologies,Master,English,"Sep,2024",,No,No,0-,"110,000","Tuition: 110,000 0-110,000","Tuition: 110,000 0-110,000",https://www.cucas.cn//resource/new/images/school/logo/logo_1360.png
459,University of Nottingham Ningbo China,MRes Environmental Science and Engineering,Master,English,"Sep,2024",,No,No,0-,"110,000","Tuition: 110,000 0-110,000","Tuition: 110,000 0-110,000",https://www.cucas.cn//resource/new/images/school/logo/logo_142.png
460,University of Nottingham Ningbo China,MRes Chemical Engineering and Technology,Master,English,"Sep,2024",,No,No,0-,"110,000","Tuition: 110,000 0-110,000","Tuition: 110,000 0-110,000",https://www.cucas.cn//resource/new/images/school/logo/logo_142.png
461,University of Nottingham Ningbo China,MA Teaching English to Speakers of Other Languages,Master,English,"Sep,2024",,No,No,0-,"110,000","Tuition: 110,000 0-110,000","Tuition: 110,000 0-110,000",https://www.cucas.cn//resource/new/images/school/logo/logo_142.png
462,University of Nottingham Ningbo China,MA International Relations and World History,Master,English,"Sep,2024",,No,No,0-,"110,000","Tuition: 110,000 0-110,000","Tuition: 110,000 0-110,000",https://www.cucas.cn//resource/new/images/school/logo/logo_142.png
463,University of Nottingham Ningbo China,"MA Interpreting and Translation, Mandarin and English",Master,English,"Sep,2024",,No,No,0-,"110,000","Tuition: 110,000 0-110,000","Tuition: 110,000 0-110,000",https://www.cucas.cn//resource/new/images/school/logo/logo_142.png
464,University of Nottingham Ningbo China,MA International Relations and International Business,Master,English,"Sep,2024",,No,No,0-,"110,000","Tuition: 110,000 0-110,000","Tuition: 110,000 0-110,000",https://www.cucas.cn//resource/new/images/school/logo/logo_142.png
465,University of Nottingham Ningbo China,"MSc Finance and Investment (Economics, Money and Finance)",Master,English,"Sep,2024",,No,No,0-,"110,000","Tuition: 110,000 0-110,000","Tuition: 110,000 0-110,000",https://www.cucas.cn//resource/new/images/school/logo/logo_142.png
466,University of Nottingham Ningbo China,MA International Higher Education,Master,English,"Sep,2024",,No,No,0-,"110,000","Tuition: 110,000 0-110,000","Tuition: 110,000 0-110,000",https://www.cucas.cn//resource/new/images/school/logo/logo_142.png
467,University of Nottingham Ningbo China,MA International Communications Studies,Master,English,"Sep,2024",,No,No,0-,"110,000","Tuition: 110,000 0-110,000","Tuition: 110,000 0-110,000",https://www.cucas.cn//resource/new/images/school/logo/logo_142.png
468,University of Nottingham Ningbo China,MA Applied Linguistics,Master,English,"Sep,2024",,No,No,0-,"110,000","Tuition: 110,000 0-110,000","Tuition: 110,000 0-110,000",https://www.cucas.cn//resource/new/images/school/logo/logo_142.png
469,University of Nottingham Ningbo China,MSc Urbanism and Sustainable Environments ,Master,English,"Sep,2024",,No,No,0-,"110,000","Tuition: 110,000 0-110,000","Tuition: 110,000 0-110,000",https://www.cucas.cn//resource/new/images/school/logo/logo_142.png
470,University of Nottingham Ningbo China,MSc International Management (Marketing),Master,English,"Sep,2024",,No,No,0-,"110,000","Tuition: 110,000 0-110,000","Tuition: 110,000 0-110,000",https://www.cucas.cn//resource/new/images/school/logo/logo_142.png
471,University of Nottingham Ningbo China,MSc International Management (Business Analytics),Master,English,"Sep,2024",,No,No,0-,"110,000","Tuition: 110,000 0-110,000","Tuition: 110,000 0-110,000",https://www.cucas.cn//resource/new/images/school/logo/logo_142.png
472,University of Nottingham Ningbo China,MSc International Management,Master,English,"Sep,2024",,No,No,0-,"110,000","Tuition: 110,000 0-110,000","Tuition: 110,000 0-110,000",https://www.cucas.cn//resource/new/images/school/logo/logo_142.png
473,University of Nottingham Ningbo China,MSc International Business,Master,English,"Sep,2024",,No,No,0-,"110,000","Tuition: 110,000 0-110,000","Tuition: 110,000 0-110,000",https://www.cucas.cn//resource/new/images/school/logo/logo_142.png
474,University of Nottingham Ningbo China,MSc Finance and Investment (Professional Accounting),Master,English,"Sep,2024",,No,No,0-,"110,000","Tuition: 110,000 0-110,000","Tuition: 110,000 0-110,000",https://www.cucas.cn//resource/new/images/school/logo/logo_142.png
475,University of Nottingham Ningbo China,MSc Finance and Investment,Master,English,"Sep,2024",,No,No,0-,"110,000","Tuition: 110,000 0-110,000","Tuition: 110,000 0-110,000",https://www.cucas.cn//resource/new/images/school/logo/logo_142.png
476,University of Nottingham Ningbo China,MSc Entrepreneurship and Innovation Management,Master,English,"Sep,2024",,No,No,0-,"110,000","Tuition: 110,000 0-110,000","Tuition: 110,000 0-110,000",https://www.cucas.cn//resource/new/images/school/logo/logo_142.png
477,Zhejiang A & F University,Resources Utilization and Plant Protection(Forest),Master,Chinese,"Sep,2024",30000,No,No,0,"20,000",0,About 700-1500/month,https://www.cucas.cn//resource/new/images/school/logo/logo_142.png
478,Northeast Forestry University,Transportation Engineering(School of Civil Engineering),Master,Chinese,"Sep,2024",Yes,Yes,No,0-15000 RMB,30000,0-1000/month,1500/month,https://www.cucas.cn//resource/new/images/school/logo/logo_142.png
479,Northeast Forestry University,Forestry Engineering(College of Material Science and Engineering),Master,Chinese,"Sep,2024",Yes,Yes,No,0-15000 RMB,30000,0-1000/month,1500/month,https://www.cucas.cn//resource/new/images/school/logo/logo_1319.png
480,Northeast Forestry University,Forestry Engineering,Master,English,"Sep,2024",Yes,Yes,No,0-15000 RMB,30000,0-1000/month,1500/month,https://www.cucas.cn//resource/new/images/school/logo/logo_1319.png
481,Northeast Forestry University,Ecology,Master,English,"Sep,2024",Yes,Yes,No,0-15000 RMB,30000,0-1000/month,1500/month,https://www.cucas.cn//resource/new/images/school/logo/logo_1319.png
482,Northeast Forestry University,Optical Engineering,Master,Chinese,"Sep,2024",Yes,Yes,No,0-15000 RMB,30000,0-1000/month,1500/month,https://www.cucas.cn//resource/new/images/school/logo/logo_1319.png
483,Northeast Forestry University,Mathematics,Master,Chinese,"Sep,2024",Yes,Yes,No,0-15000 RMB,30000,0-1000/month,1500/month,https://www.cucas.cn//resource/new/images/school/logo/logo_1319.png
484,Zhejiang A & F University,Agronomy and Seed Industry(Plants),Master,Chinese,"Sep,2024",30000,No,No,0,"20,000",0,About 700-1500/month,https://www.cucas.cn//resource/new/images/school/logo/logo_1319.png
485,Zhejiang A & F University,Law in Environment and Resources Conservation,Master,Chinese,"Sep,2024",30000,No,No,0,"20,000",0,About 700-1500/month,https://www.cucas.cn//resource/new/images/school/logo/logo_1319.png
486,Zhejiang A & F University,Ecology,Master,Chinese,"Sep,2024",30000,No,No,0,"20,000",0,About 700-1500/month,https://www.cucas.cn//resource/new/images/school/logo/logo_1319.png
487,Zhejiang A & F University,Resources Utilization and PlantConservation(Agricultural Resources Utilization),Master,Chinese,"Sep,2024",30000,No,No,0,"20,000",0,About 700-1500/month,https://www.cucas.cn//resource/new/images/school/logo/logo_1319.png
488,Zhejiang A & F University,Agriculture Management (Management and Service of Agricultural Science and Technology),Master,Chinese,"Sep,2024",30000,No,No,0,"20,000",0,About 700-1500/month,https://www.cucas.cn//resource/new/images/school/logo/logo_1319.png
489,Zhejiang A & F University,Agriculture Engineering and Information Technology(Agricultural Mechanization),Master,Chinese,"Sep,2024",30000,No,No,0,"20,000",0,About 700-1500/month,https://www.cucas.cn//resource/new/images/school/logo/logo_1319.png
490,Zhejiang A & F University,Business English in Agriculture,Master,Chinese,"Sep,2024",30000,No,No,0,"20,000",0,About 700-1500/month,https://www.cucas.cn//resource/new/images/school/logo/logo_1319.png
491,Zhejiang A & F University,Furniture Design and Engineering,Master,Chinese,"Sep,2024",30000,No,No,0,"20,000",0,About 700-1500/month,https://www.cucas.cn//resource/new/images/school/logo/logo_1319.png
492,Zhejiang A & F University,Agriculture and Forest Economics Management,Master,Chinese,"Sep,2024",30000,No,No,0,"20,000",0,About 700-1500/month,https://www.cucas.cn//resource/new/images/school/logo/logo_1319.png
493,Zhejiang A & F University,Agriculture Engineering and Information Technology(Agricultural Informatization),Master,Chinese,"Sep,2024",30000,No,No,0,"20,000",0,About 700-1500/month,https://www.cucas.cn//resource/new/images/school/logo/logo_1319.png
494,Zhongyuan University of Technology,Textile Material and Textiles Design,Master,English,"Sep,2023","20,000",No,No,0,"20,000",2400 (twin room),"Tuition: 20,000 0
Accommodation: 2400 (twin room)",https://www.cucas.cn//resource/new/images/school/logo/logo_1319.png
495,Zhongyuan University of Technology,Computer Science and Technology,Master,English,"Sep,2023","20,000",No,No,0,"20,000",2400 (twin room),"Tuition: 20,000 0
Accommodation: 2400 (twin room)",https://www.cucas.cn//resource/new/images/school/logo/logo_1319.png
496,Zhongyuan University of Technology,Textile Engineering,Master,English,"Sep,2023","20,000",No,No,0,"20,000",2400 (twin room),"Tuition: 20,000 0
Accommodation: 2400 (twin room)",https://www.cucas.cn//resource/new/images/school/logo/logo_1319.png
497,University of Nottingham Ningbo China,MRes Material Science and Engineering,Master,English,"Sep,2024",,No,No,0-,"110,000","Tuition: 110,000 0-110,000","Tuition: 110,000 0-110,000",https://www.cucas.cn//resource/new/images/school/logo/logo_1319.png
498,Northeast Petroleum University,Petroleum Engineering,Master,English,"Aug,2024","4,500 to 13,000",No,No,"0 - 8,500 RMB/Year","13,000","4,500 RMB/Year（double room）","About 1,000-2,000 RMB/month",https://www.cucas.cn//resource/new/images/school/logo/logo_1319.png
499,Zhejiang A & F University,Agricultural Environment Conservation,Master,Chinese,"Sep,2024",30000,No,No,0,"20,000",0,About 700-1500/month,https://www.cucas.cn//resource/new/images/school/logo/logo_159.png
500,Zhejiang A & F University,Research of Marxism Signification,Master,Chinese,"Sep,2024",30000,No,No,0,"20,000",0,About 700-1500/month,https://www.cucas.cn//resource/new/images/school/logo/logo_159.png
501,Zhejiang A & F University,Information Technology of Forestry,Master,Chinese,"Sep,2024",30000,No,No,0,"20,000",0,About 700-1500/month,https://www.cucas.cn//resource/new/images/school/logo/logo_159.png
502,Zhejiang A & F University,Rural Development,Master,Chinese,"Sep,2024",30000,No,No,0,"20,000",0,About 700-1500/month,https://www.cucas.cn//resource/new/images/school/logo/logo_159.png
503,Zhejiang A & F University,Design,Master,Chinese,"Sep,2024",30000,No,No,0,"20,000",0,About 700-1500/month,https://www.cucas.cn//resource/new/images/school/logo/logo_159.png
504,Zhejiang A & F University,Ecological Culture,Master,Chinese,"Sep,2024",30000,No,No,0,"20,000",0,About 700-1500/month,https://www.cucas.cn//resource/new/images/school/logo/logo_159.png
505,Zhejiang A & F University,Land Resources Science,Master,Chinese,"Sep,2024",30000,No,No,0,"20,000",0,About 700-1500/month,https://www.cucas.cn//resource/new/images/school/logo/logo_159.png
506,Zhejiang A & F University,Urban and Rural Tourism Planning and Management,Master,Chinese,"Sep,2024",30000,No,No,0,"20,000",0,About 700-1500/month,https://www.cucas.cn//resource/new/images/school/logo/logo_159.png
507,Zhejiang A & F University,Agricultural Resources and Environment,Master,Chinese,"Sep,2024",30000,No,No,0,"20,000",0,About 700-1500/month,https://www.cucas.cn//resource/new/images/school/logo/logo_159.png
508,Zhejiang A & F University,Agriculture Management,Master,Chinese,"Sep,2024",30000,No,No,0,"20,000",0,About 700-1500/month,https://www.cucas.cn//resource/new/images/school/logo/logo_159.png
509,Zhejiang A & F University,Landscape Plant and Ornamental Horticulture,Master,Chinese,"Sep,2024",30000,No,No,0,"20,000",0,About 700-1500/month,https://www.cucas.cn//resource/new/images/school/logo/logo_159.png
510,Zhejiang A & F University,Architecture,Master,Chinese,"Sep,2024",30000,No,No,0,"20,000",0,About 700-1500/month,https://www.cucas.cn//resource/new/images/school/logo/logo_159.png
511,Zhejiang A & F University,Urban and Rural Planning,Master,Chinese,"Sep,2024",30000,No,No,0,"20,000",0,About 700-1500/month,https://www.cucas.cn//resource/new/images/school/logo/logo_159.png
512,Zhejiang A & F University,Agricultural Engineering and Information Technology(Facility Agriculture),Master,Chinese,"Sep,2024",30000,No,No,0,"20,000",0,About 700-1500/month,https://www.cucas.cn//resource/new/images/school/logo/logo_159.png
513,Zhejiang A & F University,Landscape Architecture,Master,Chinese,"Sep,2024",30000,No,No,0,"20,000",0,About 700-1500/month,https://www.cucas.cn//resource/new/images/school/logo/logo_159.png
514,Zhejiang A & F University,Mechanical Engineering,Master,Chinese,"Sep,2024",30000,No,No,0,"20,000",0,About 700-1500/month,https://www.cucas.cn//resource/new/images/school/logo/logo_159.png
515,Zhejiang A & F University,Industry Design and Introduction,Master,Chinese,"Sep,2024",30000,No,No,0,"20,000",0,About 700-1500/month,https://www.cucas.cn//resource/new/images/school/logo/logo_159.png
516,Zhejiang A & F University,Biomass Energy and Materials,Master,Chinese,"Sep,2024",30000,No,No,0,"20,000",0,About 700-1500/month,https://www.cucas.cn//resource/new/images/school/logo/logo_159.png
517,Zhejiang A & F University,Cultivation and Utilization of Bamboo Forest,Master,Chinese,"Sep,2024",30000,No,No,0,"20,000",0,About 700-1500/month,https://www.cucas.cn//resource/new/images/school/logo/logo_159.png
518,Zhejiang A & F University,Forest Conservation,Master,Chinese,"Sep,2024",30000,No,No,0,"20,000",0,About 700-1500/month,https://www.cucas.cn//resource/new/images/school/logo/logo_159.png
519,Zhejiang A & F University,Forest Genetic Breeding,Master,Chinese,"Sep,2024",30000,No,No,0,"20,000",0,About 700-1500/month,https://www.cucas.cn//resource/new/images/school/logo/logo_142.png
520,Zhejiang A & F University,Wildlife conservation and utilization,Master,Chinese,"Sep,2024",30000,No,No,0,"20,000",0,About 700-1500/month,https://www.cucas.cn//resource/new/images/school/logo/logo_142.png
521,Zhejiang A & F University,"Soil, Water Conservation and Desertification Prevention",Master,Chinese,"Sep,2024",30000,No,No,0,"20,000",0,About 700-1500/month,https://www.cucas.cn//resource/new/images/school/logo/logo_142.png
522,Zhejiang A & F University,Developmental biology,Master,Chinese,"Sep,2024",30000,No,No,0,"20,000",0,About 700-1500/month,https://www.cucas.cn//resource/new/images/school/logo/logo_142.png
523,Zhejiang A & F University,Chemical Biology,Master,Chinese,"Sep,2024",30000,No,No,0,"20,000",0,About 700-1500/month,https://www.cucas.cn//resource/new/images/school/logo/logo_142.png
