title	slug	provider	url	host	http	pageTitle	reason
Keio University Graduate School Scholarship 2026	keio-university-graduate-school-scholarship-2026	Keio University	https://www.students.keio.ac.jp/en/com/scholarships/guideline/internal.html	www.students.keio.ac.jp	200	Internal Scholarships (Scholarships Offered by Keio University)：Keio University Student Website	title match 2/4
Keio University Scholarship 2026	keio-university-scholarship-2026	Keio University	https://www.students.keio.ac.jp/en/com/scholarships/guideline/internal.html#:~:text=Keio%20University%20Scholarship	www.students.keio.ac.jp	200	Internal Scholarships (Scholarships Offered by Keio University)：Keio University Student Website	title match 2/2
Summer Undergraduate Research in Engineering Science	summer-undergraduate-research-in-engineering-science	Georgia Institute of Technology	http://www.sure.gatech.edu	www.sure.gatech.edu	200	Home | Summer Undergraduate Research in Engineering (SURE)	title match 4/5
Surgical Oncology Research Training Program	surgical-oncology-research-training-program	University of Wisconsin, Madison	https://www.surgery.wisc.edu/education-training/training-for-researchers/surgical-oncology-research-training-program/	www.surgery.wisc.edu	200	Surgical Oncology Research Training Program - Department of Surgery	title match 5/5
University of Surrey Discounts for Surrey Graduates 2026	university-of-surrey-discounts-for-surrey-graduates-2026	University of Surrey	https://www.surrey.ac.uk/fees-and-funding/scholarships-and-bursaries/discounts-surrey-graduates-2024	www.surrey.ac.uk	200	Discounts for Surrey graduates | University of Surrey	title match 5/5
University of Surrey Newtons Scholarship 2026	university-of-surrey-newtons-scholarship-2026	University of Surrey	https://www.surrey.ac.uk/fees-and-funding/scholarships-and-bursaries/newtons-undergraduate-scholarship-mathematics	www.surrey.ac.uk	200	The Newtons Undergraduate Scholarship in Mathematics | University of Surrey	title match 4/4
Fluor Diversity Scholarship at University of Surrey 2026	fluor-diversity-scholarship-at-university-of-surrey-2026	University of Surrey	https://www.surrey.ac.uk/fees-and-funding/scholarships-and-bursaries/fluor-diversity-scholarship-2025#apply	www.surrey.ac.uk	200	Fluor Scholarship | University of Surrey	title match 4/5
Care Leaver and Estranged Student Bursary at University of Surrey 2026	care-leaver-and-estranged-student-bursary-at-university-of-surrey-2026	University of Surrey	https://www.surrey.ac.uk/fees-and-funding/scholarships-and-bursaries/care-leaver-and-estranged-student-bursary-2023	www.surrey.ac.uk	200	Care Leaver and Estranged Student Bursary | University of Surrey	title match 6/6
Early payment discount at University of Surrey 2025	early-payment-discount-at-university-of-surrey-2025	University of Surrey	https://www.surrey.ac.uk/fees-and-funding/scholarships-and-bursaries/early-payment-discount-february-2024	www.surrey.ac.uk	200	Early payment discount | University of Surrey	title match 5/5
University of Surrey Women in leadership scholarship MBA 2026	university-of-surrey-women-in-leadership-scholarship-mba-2026	University of Surrey	https://www.surrey.ac.uk/fees-and-funding/scholarships-and-bursaries/women-leadership-scholarship-surrey-mba-2024	www.surrey.ac.uk	200	Surrey MBA Women in Leadership | University of Surrey	title match 4/5
Early payment discount - Postgraduate September at University of Surrey 2026	early-payment-discount-postgraduate-september-at-university-of-surrey-2026	University of Surrey	https://www.surrey.ac.uk/fees-and-funding/scholarships-and-bursaries/early-payment-discount-postgraduate-september-2025	www.surrey.ac.uk	200	Early payment discount | University of Surrey	title match 5/7
International alumni discount for Medicine (Graduate Entry) BMBS at University of Surrey 2026	international-alumni-discount-for-medicine-graduate-entry-bmbs-at-university-of-surrey-2026	University of Surrey	https://www.surrey.ac.uk/fees-and-funding/scholarships-and-bursaries/international-alumni-discount-medicine-graduate-entry-bmbs-2024	www.surrey.ac.uk	200	International alumni discount for Medicine (Graduate Entry) BMBS | University of Surrey	title match 8/8
The Braithwaite Family Foundation Scholarship for Medical Physics at University of Surrey 2026	the-braithwaite-family-foundation-scholarship-for-medical-physics-at-university-of-surrey-2026	University of Surrey	https://www.surrey.ac.uk/fees-and-funding/scholarships-and-bursaries/braithwaite-family-foundation-scholarship-medical-physics-2025	www.surrey.ac.uk	200	The Braithwaite Family Foundation Scholarship for Medical Physics | University of Surrey	title match 8/8
Forever Surrey Scholarship at University of Surrey 2026	forever-surrey-scholarship-at-university-of-surrey-2026	University of Surrey	https://www.surrey.ac.uk/fees-and-funding/scholarships-and-bursaries/forever-surrey-scholarship-2025	www.surrey.ac.uk	200	Forever Surrey Scholarship | University of Surrey	title match 5/5
Sussex Turkey Scholarship for Undergraduate Students at the University of Sussex 2026	sussex-turkey-scholarship-for-undergraduate-students-at-the-university-of-sussex-2026	University of Sussex	https://www.sussex.ac.uk/study/fees-funding/undergraduate-scholarships/view/1895-Sussex-Turkey-Scholarship-Undergraduate	www.sussex.ac.uk	200	Sussex Türkiye Scholarship (Undergraduate) : University of Sussex	title match 5/7
Sussex Alumni Award 2026	sussex-alumni-award-2026	University of Sussex	https://www.sussex.ac.uk/study/fees-funding/masters-scholarships/view/1881-Sussex-Alumni-Scholarship	www.sussex.ac.uk	200	Sussex Alumni Scholarship : University of Sussex	title match 2/3
MBA Impact Scholarship at the University of Sussex 2026	mba-impact-scholarship-at-the-university-of-sussex-2026	University of Sussex	https://www.sussex.ac.uk/study/fees-funding/masters-scholarships/view/1927-MBA-Impact-Scholarship	www.sussex.ac.uk	200	MBA Impact Scholarship : University of Sussex	title match 4/4
University of Sussex Egypt Scholarship 2026	university-of-sussex-egypt-scholarship-2026	University of Sussex	https://www.sussex.ac.uk/study/fees-funding/masters-scholarships/view/1886-Sussex-Egypt-Scholarship-Masters	www.sussex.ac.uk	200	Sussex Egypt Scholarship (Masters) : University of Sussex	title match 4/4
Sussex Pakistan Scholarship at the University of Sussex 2026	sussex-pakistan-scholarship-at-the-university-of-sussex-2026	University of Sussex	https://www.sussex.ac.uk/study/fees-funding/undergraduate-scholarships/view/1894-Sussex-Pakistan-Scholarship-Undergraduate	www.sussex.ac.uk	200	Sussex Pakistan Scholarship (Undergraduate) : University of Sussex	title match 5/5
Sports Scholarships Scheme at University of Sussex 2026	sports-scholarships-scheme-at-university-of-sussex-2026	University of Sussex	https://www.sussex.ac.uk/sport/students/scholarships	www.sussex.ac.uk	200	Sport scholarship scheme : Support for students : Sussex Sport : University of Sussex	title match 3/5
Temasek Foundation - RKS Nachiappan Scholarship at Singapore University of Technology and Design (SUTD) 2026	temasek-foundation-rks-nachiappan-scholarship-at-singapore-university-of-technology-and-design-sutd-2026	Temasek Foundation	https://www.sutd.edu.sg/admissions/undergraduate/scholarship/sutd-administered/temasek-foundation-rks-nachiappan-scholarship/	www.sutd.edu.sg	200	Temasek Foundation – RKS Nachiappan Scholarship - Singapore University of Technology and Design (SUTD)	title match 8/8
SUTD PhD President’s Graduate Fellowship (PGF) 2026	sutd-phd-president-s-graduate-fellowship-pgf-2026	Singapore University of Technology and Design (SUTD)	https://www.sutd.edu.sg/Admissions/Graduate/Scholarships	www.sutd.edu.sg	200	SUTD graduate fellowships / scholarships - Singapore University of Technology and Design (SUTD)	title match 2/3
Mr and Mrs Tan Tuck Meng — SUTD Scholarship 2026	mr-and-mrs-tan-tuck-meng-sutd-scholarship-2026	Singapore University of Technology and Design (SUTD)	https://www.sutd.edu.sg/admissions/undergraduate/scholarship/sutd-administered/mr-and-mrs-tan-tuck-meng-sutd-scholarship/	www.sutd.edu.sg	200	Mr and Mrs Tan Tuck Meng – SUTD Scholarship - Singapore University of Technology and Design (SUTD)	title match 1/1
SUTD PhD Fellowship 2026	sutd-phd-fellowship-2026	Singapore University of Technology and Design (SUTD)	https://www.sutd.edu.sg/Admissions/Graduate/Scholarships	www.sutd.edu.sg	200	SUTD graduate fellowships / scholarships - Singapore University of Technology and Design (SUTD)	title match 1/1
Regent Group - SUTD Scholarship at Singapore University of Technology and Design 2026	regent-group-sutd-scholarship-at-singapore-university-of-technology-and-design-2026	Singapore University of Technology and Design (SUTD)	https://www.sutd.edu.sg/admissions/undergraduate/scholarship/sutd-administered/regent-group-sutd-scholarship/	www.sutd.edu.sg	200	Regent Group – SUTD Scholarship - Singapore University of Technology and Design (SUTD)	title match 7/7
Rock - SUTD Scholarship 2026	rock-sutd-scholarship-2026	Singapore University of Technology and Design (SUTD)	https://www.sutd.edu.sg/admissions/undergraduate/scholarship/sutd-administered/rock-sutd-scholarship/	www.sutd.edu.sg	200	Rock – SUTD Scholarship - Singapore University of Technology and Design (SUTD)	title match 1/1
SUTD Rainmaker (International) Scholarship at Singapore University of Technology and Design (SUTD) 2026	sutd-rainmaker-international-scholarship-at-singapore-university-of-technology-and-design-sutd-2026	Singapore University of Technology and Design (SUTD)	https://www.sutd.edu.sg/admissions/undergraduate/scholarship/sutd-administered/sutd-rainmaker-scholarship-intl/	www.sutd.edu.sg	200	SUTD Rainmaker (International) Scholarship - Singapore University of Technology and Design (SUTD)	title match 7/7
Michael John Vince (Slade Shipping Far East) - SUTD Scholarship at Singapore University of Technology and Design (SUTD) 2026	michael-john-vince-slade-shipping-far-east-sutd-scholarship-at-singapore-university-of-technology-and-design-sutd-2026	Singapore University of Technology and Design (SUTD)	https://www.sutd.edu.sg/admissions/undergraduate/scholarship/sutd-administered/michael-john-vince-slade-shipping-far-east-sutd-scholarship/	www.sutd.edu.sg	200	Michael John Vince (Slade Shipping Far East) – SUTD Scholarship - Singapore University of Technology and Design (SUTD)	title match 9/9
Singtel - SUTD Women in Tech Scholarship at Singapore University of Technology and Design (SUTD) 2026	singtel-sutd-women-in-tech-scholarship-at-singapore-university-of-technology-and-design-sutd-2026	Singapore University of Technology and Design (SUTD)	https://www.sutd.edu.sg/admissions/undergraduate/scholarship/sutd-administered/singtel-sutd-women-in-tech-scholarship/	www.sutd.edu.sg	200	Singtel – SUTD Women in Tech Scholarship - Singapore University of Technology and Design (SUTD)	title match 7/7
AGA — SUTD Scholarship at Singapore University of Technology and Design (SUTD) 2026	aga-sutd-scholarship-at-singapore-university-of-technology-and-design-sutd-2026	Singapore University of Technology and Design (SUTD)	https://www.sutd.edu.sg/admissions/undergraduate/scholarship/sutd-administered/aga-sutd-scholarship/	www.sutd.edu.sg	200	AGA – SUTD Scholarship - Singapore University of Technology and Design (SUTD)	title match 5/5
AMP-LBKM — SUTD Scholarship at Singapore University of Technology and Design (SUTD) 2026	amp-lbkm-sutd-scholarship-at-singapore-university-of-technology-and-design-sutd-2026	Singapore University of Technology and Design (SUTD)	https://www.sutd.edu.sg/admissions/undergraduate/scholarship/sutd-administered/amp-lbkm-sutd-scholarship/	www.sutd.edu.sg	200	AMP-LBKM — SUTD Scholarship - Singapore University of Technology and Design (SUTD)	title match 5/5
NEON — SUTD Scholarship at Singapore University of Technology and Design 2026	neon-sutd-scholarship-at-singapore-university-of-technology-and-design-2026	Singapore University of Technology and Design (SUTD)	https://www.sutd.edu.sg/admissions/undergraduate/scholarship/sutd-administered/neon-sutd-scholarship/	www.sutd.edu.sg	200	NEON — SUTD Scholarship - Singapore University of Technology and Design (SUTD)	title match 5/5
Ensign InfoSecurity - SUTD Scholarship at Singapore University of Technology and Design (SUTD) 2026	ensign-infosecurity-sutd-scholarship-at-singapore-university-of-technology-and-design-sutd-2026	Singapore University of Technology and Design (SUTD)	https://www.sutd.edu.sg/admissions/undergraduate/scholarship/sutd-administered/ensign-infosecurity-sutd-scholarship/	www.sutd.edu.sg	200	Ensign InfoSecurity – SUTD Scholarship - Singapore University of Technology and Design (SUTD)	title match 7/7
Temasek Foundation - G Muthukumarasamy Scholarship at Singapore University of Technology and Design (SUTD) 2026	temasek-foundation-g-muthukumarasamy-scholarship-at-singapore-university-of-technology-and-design-sutd-2026	Singapore University of Technology and Design (SUTD)	https://www.sutd.edu.sg/admissions/undergraduate/scholarship/sutd-administered/temasek-foundation-g-muthukumarasamy-scholarship/	www.sutd.edu.sg	200	Temasek Foundation – G Muthukumarasamy Scholarship - Singapore University of Technology and Design (SUTD)	title match 8/8
SUTD Trailblazers (International) Scholarship at Singapore University of Technology and Design (SUTD) 2026	sutd-trailblazers-international-scholarship-at-singapore-university-of-technology-and-design-sutd-2026	Singapore University of Technology and Design (SUTD)	https://www.sutd.edu.sg/admissions/undergraduate/scholarship/sutd-administered/sutd-trailblazers-scholarship-intl/	www.sutd.edu.sg	200	SUTD Trailblazers (International) Scholarship - Singapore University of Technology and Design (SUTD)	title match 7/7
Singapore Chinese Chamber of Commerce Foundation - SUTD Scholarship at Singapore University of Technology and Design (SUTD) 2026	singapore-chinese-chamber-of-commerce-foundation-sutd-scholarship-at-singapore-university-of-technology-and-design-sutd-2026	Singapore University of Technology and Design (SUTD)	https://www.sutd.edu.sg/admissions/undergraduate/scholarship/sutd-administered/singapore-chinese-chamber-of-commerce-foundation-sutd-scholarship/	www.sutd.edu.sg	200	Singapore Chinese Chamber of Commerce Foundation – SUTD Scholarship - Singapore University of Technology and Design (SUTD)	title match 10/10
Azimuth Labs — SUTD Scholarship ASD at Singapore University of Technology and Design (SUTD) 2026	azimuth-labs-sutd-scholarship-asd-at-singapore-university-of-technology-and-design-sutd-2026	Singapore University of Technology and Design (SUTD)	https://www.sutd.edu.sg/admissions/undergraduate/scholarship/sutd-administered/azimuth-labs-sutd-scholarship-asd/	www.sutd.edu.sg	200	Azimuth Labs — SUTD Scholarship ASD - Singapore University of Technology and Design (SUTD)	title match 6/6
Meiban - SUTD Scholarship at Singapore University of Technology and Design (SUTD) 2026	meiban-sutd-scholarship-at-singapore-university-of-technology-and-design-sutd-2026	Singapore University of Technology and Design (SUTD)	https://www.sutd.edu.sg/admissions/undergraduate/scholarship/sutd-administered/meiban-sutd-scholarship/	www.sutd.edu.sg	200	Meiban – SUTD Scholarship - Singapore University of Technology and Design (SUTD)	title match 6/6
Azimuth Labs — SUTD Scholarship CSD at Singapore University of Technology and Design 2026	azimuth-labs-sutd-scholarship-csd-at-singapore-university-of-technology-and-design-2026	Singapore University of Technology and Design (SUTD)	https://www.sutd.edu.sg/admissions/undergraduate/scholarship/sutd-administered/azimuth-labs-sutd-scholarship-csd/	www.sutd.edu.sg	200	Azimuth Labs – SUTD Scholarship CSD - Singapore University of Technology and Design (SUTD)	title match 6/6
Shopee - SUTD ScholarshipShopee - SUTD Scholarship at Singapore University of Technology and Design (SUTD) 2026	shopee-sutd-scholarshipshopee-sutd-scholarship-at-singapore-university-of-technology-and-design-sutd-2026	Singapore University of Technology and Design (SUTD)	https://www.sutd.edu.sg/admissions/undergraduate/scholarship/sutd-administered/shopee-sutd-scholarship/	www.sutd.edu.sg	200	Shopee – SUTD Scholarship - Singapore University of Technology and Design (SUTD)	title match 6/7
SUTD Design and Engineering Scholarship at Singapore University of Technology and Design (SUTD) 2026	sutd-design-and-engineering-scholarship-at-singapore-university-of-technology-and-design-sutd-2026	Singapore University of Technology and Design (SUTD)	https://www.sutd.edu.sg/admissions/undergraduate/scholarship/sutd-administered/sutd-design-and-engineering-scholarship/	www.sutd.edu.sg	200	SUTD Design and Engineering Scholarship - Singapore University of Technology and Design (SUTD)	title match 7/7
Low Ming Wah — SUTD Scholarship at Singapore University of Technology and Design (SUTD) 2025	low-ming-wah-sutd-scholarship-at-singapore-university-of-technology-and-design-sutd-2025	Singapore University of Technology and Design (SUTD)	https://www.sutd.edu.sg/admissions/undergraduate/scholarship/sutd-administered/low-ming-wah-sutd-scholarship/	www.sutd.edu.sg	200	Low Ming Wah — SUTD Scholarship - Singapore University of Technology and Design (SUTD)	title match 5/5
Gilbert & Patricia Ong - SUTD Scholarship at Singapore University of Technology and Design (SUTD) 2026	gilbert-patricia-ong-sutd-scholarship-at-singapore-university-of-technology-and-design-sutd-2026	Singapore University of Technology and Design (SUTD)	https://www.sutd.edu.sg/admissions/undergraduate/scholarship/sutd-administered/gilbert-patricia-ong-sutd-scholarship/	www.sutd.edu.sg	200	Gilbert &amp; Patricia Ong – SUTD Scholarship - Singapore University of Technology and Design (SUTD)	title match 7/7
Prima - SUTD Scholarship at Singapore University of Technology and Design (SUTD) 2026	prima-sutd-scholarship-at-singapore-university-of-technology-and-design-sutd-2026	Singapore University of Technology and Design (SUTD)	https://www.sutd.edu.sg/admissions/undergraduate/scholarship/sutd-administered/prima-sutd-scholarship/	www.sutd.edu.sg	200	Prima — SUTD Scholarship - Singapore University of Technology and Design (SUTD)	title match 6/6
PayPal — SUTD Women Luminaries Programme at Singapore University of Technology and Design (SUTD) 2026	paypal-sutd-women-luminaries-programme-at-singapore-university-of-technology-and-design-sutd-2026	Singapore University of Technology and Design (SUTD)	https://www.sutd.edu.sg/admissions/undergraduate/scholarship/sutd-administered/paypal-sutd-women-luminaries-programme/	www.sutd.edu.sg	200	PayPal — SUTD Women Luminaries Programme - Singapore University of Technology and Design (SUTD)	title match 8/8
Wilmar — SUTD Scholarship at Singapore University of Technology and Design (SUTD) 2026	wilmar-sutd-scholarship-at-singapore-university-of-technology-and-design-sutd-2026	Singapore University of Technology and Design (SUTD)	https://www.sutd.edu.sg/admissions/undergraduate/scholarship/sutd-administered/wilmar-scholarship/	www.sutd.edu.sg	200	Wilmar – SUTD Scholarship - Singapore University of Technology and Design (SUTD)	title match 6/6
Yangzheng Foundation — SUTD Scholarship at Singapore University of Technology and Design (SUTD) 2026	yangzheng-foundation-sutd-scholarship-at-singapore-university-of-technology-and-design-sutd-2026	Singapore University of Technology and Design (SUTD)	https://www.sutd.edu.sg/admissions/undergraduate/scholarship/sutd-administered/yangzheng-foundation-scholarship/	www.sutd.edu.sg	200	Yangzheng Foundation – SUTD Scholarship - Singapore University of Technology and Design (SUTD)	title match 7/7
Buddha Tooth Relic Temple and Museum — SUTD Scholarship at Singapore University of Technology and Design (SUTD) 2026	buddha-tooth-relic-temple-and-museum-sutd-scholarship-at-singapore-university-of-technology-and-design-sutd-2026	Singapore University of Technology and Design (SUTD)	https://www.sutd.edu.sg/admissions/undergraduate/scholarship/sutd-administered/buddha-tooth-relic-temple-and-museum-sutd-scholarship/	www.sutd.edu.sg	200	Buddha Tooth Relic Temple and Museum – SUTD Scholarship - Singapore University of Technology and Design (SUTD)	title match 10/10
Swansea University International Postgraduate Alumni Bursaries 2026	swansea-university-international-postgraduate-alumni-bursaries-2026	Swansea University	https://www.swansea.ac.uk/international-students/my-finances/international-scholarships/pg-scholarships/#international-postgraduate-alumni-bursaries=is-expanded	www.swansea.ac.uk	200	International Postgraduate Scholarships and Bursaries - Swansea University	title match 5/6
Swansea University Academic scholarships 2026	swansea-university-academic-scholarships-2026	Swansea University	https://www.swansea.ac.uk/undergraduate/scholarships/excellence-bursaries/	www.swansea.ac.uk	200	Academic Scholarships for Undergraduates - Swansea University	title match 4/4
Music Scholarship at Swansea University 2026	music-scholarship-at-swansea-university-2026	Swansea University	https://www.swansea.ac.uk/international-students/my-finances/international-scholarships/pg-scholarships/#music-scholarships=is-expanded	www.swansea.ac.uk	200	International Postgraduate Scholarships and Bursaries - Swansea University	title match 3/4
Swansea University International Music Awards 2026	swansea-university-international-music-awards-2026	Swansea University	https://www.swansea.ac.uk/music/music-scholarships/	www.swansea.ac.uk	200	Music Scholarships - Swansea University	title match 3/5
Swinburne International Scholarship at Swinburne University of Technology 2026	swinburne-international-scholarship-at-swinburne-university-of-technology-2026	Swinburne University of Technology	https://www.swinburne.edu.au/courses/scholarships/international-scholarships/	www.swinburne.edu.au	200	Scholarships for international students | Swinburne	title match 4/6
Indigenous Relocation Scholarship (VET) at Swinburne University of Technology 2026	indigenous-relocation-scholarship-vet-at-swinburne-university-of-technology-2026	Swinburne University of Technology	https://www.swinburne.edu.au/study/options/scholarships/437/indigenous-relocation-scholarship---vet-/	www.swinburne.edu.au	200	Indigenous Relocation Scholarship (VET) 2026 | Swinburne	title match 4/6
Inaugural Dean of Health Sciences, Professor Janet Hiller Scholarship at Swinburne University of Technology 2026	inaugural-dean-of-health-sciences-professor-janet-hiller-scholarship-at-swinburne-university-of-technology-2026	Swinburne University of Technology	https://www.swinburne.edu.au/study/options/scholarships/460/inaugural-dean-of-health-sciences-professor-janet-hiller-scholarship-2025/	www.swinburne.edu.au	200	Inaugural Dean of Health Sciences, Professor Janet Hiller Scholarship 2026  | Swinburne	title match 8/10
Steve Ashton Scholarship for the Architectural Profession (SASAP) at Swinburne University of Technology 2026	steve-ashton-scholarship-for-the-architectural-profession-sasap-at-swinburne-university-of-technology-2026	Swinburne University of Technology	https://www.swinburne.edu.au/study/options/scholarships/519/steve-ashton-scholarship-for-the-architectural-profession--sasap--2025/	www.swinburne.edu.au	200	Steve Ashton Scholarship for the Architectural Profession (SASAP) 2026	title match 6/9
Care Leaver Bursary at Swinburne University of Technology 2026	care-leaver-bursary-at-swinburne-university-of-technology-2026	Swinburne University of Technology	https://www.swinburne.edu.au/study/options/scholarships/394/care-leaver-bursary/	www.swinburne.edu.au	200	Care Leaver Bursary | Swinburne	title match 3/5
Indigenous Accommodation Scholarship at Swinburne University of Technology 2026	indigenous-accommodation-scholarship-at-swinburne-university-of-technology-2026	Swinburne University of Technology	https://www.swinburne.edu.au/study/options/scholarships/537/indigenous-residential-accommodation-scholarship/	www.swinburne.edu.au	200	Indigenous Accommodation Scholarship	title match 3/6
Indigenous Financial Assistance Grant at Swinburne University of Technology 2026	indigenous-financial-assistance-grant-at-swinburne-university-of-technology-2026	Swinburne University of Technology	https://www.swinburne.edu.au/study/options/scholarships/539/indigenous-financial-assistance-grant-/	www.swinburne.edu.au	200	Indigenous Financial Assistance Grant 2026 | Swinburne	title match 5/7
George Swinburne International Excellence Scholarship 2026	george-swinburne-international-excellence-scholarship-2026	Swinburne University of Technology	https://www.swinburne.edu.au/courses/scholarships/international-scholarships/	www.swinburne.edu.au	200	Scholarships for international students | Swinburne	title match 3/5
Indigenous RISE Scholarship (VET) at Swinburne University of Technology 2026	indigenous-rise-scholarship-vet-at-swinburne-university-of-technology-2026	Swinburne University of Technology	https://www.swinburne.edu.au/study/options/scholarships/535/indigenous-rise-scholarship--vet-/	www.swinburne.edu.au	200	Indigenous RISE Scholarship | Swinburne	title match 3/5
Rosemary Simpson Scholarship at Swinburne University of Technology 2026	rosemary-simpson-scholarship-at-swinburne-university-of-technology-2026	Swinburne University of Technology	https://www.swinburne.edu.au/study/options/scholarships/58/rosemary-simpson-scholarship-2025/	www.swinburne.edu.au	200	Rosemary Simpson Scholarship 2027	title match 3/6
Moondani Vocational Centre of Excellence Career Development Scholarship  at Swinburne University of Technology 2026	moondani-vocational-centre-of-excellence-career-development-scholarship-at-swinburne-university-of-technology-2026	Swinburne University of Technology	https://www.swinburne.edu.au/study/options/scholarships/554/moondani-vocational-centre-of-excellence-career-development-scholarship/	www.swinburne.edu.au	200	Moondani Vocational Centre of Excellence Career Development Scholarship  | Swinburne	title match 8/10
Moondani Toombadool Centre HDR Scholarship for Indigenous Candidates at Swinburne University of Technology 2026	moondani-toombadool-centre-hdr-scholarship-for-indigenous-candidates-at-swinburne-university-of-technology-2026	Swinburne University of Technology	https://www.swinburne.edu.au/study/options/scholarships/544/moondani-toombadool-centre-hdr-scholarship-for-indigenous-candidates/	www.swinburne.edu.au	200	Moondani Toombadool Centre HDR Scholarship | Swinburne	title match 5/9
Swinburne International Scholarship 2025	swinburne-international-scholarship-2025	Swinburne University of Technology	https://www.swinburne.edu.au/courses/scholarships/international-scholarships/	www.swinburne.edu.au	200	Scholarships for international students | Swinburne	title match 3/3
Swinburne International Excellence Undergraduate and Postgraduate Scholarships	swinburne-international-excellence-undergraduate-and-postgraduate-scholarships-s4d	Swinburne University of Technology	https://www.swinburne.edu.au/study/international/scholarships/	www.swinburne.edu.au	200	Scholarships for international students | Swinburne	title match 3/6
Indigenous Transition Scholarship (VET) at Swinburne University of Technology 2026	indigenous-transition-scholarship-vet-at-swinburne-university-of-technology-2026	Swinburne University of Technology	https://www.swinburne.edu.au/study/options/scholarships/440/indigenous-transition-scholarship--vet-/	www.swinburne.edu.au	200	Indigenous Transition Scholarship (VET) | Swinburne	title match 4/6
Ju-Fen Scholarship at Swinburne University of Technology 2025	ju-fen-scholarship-at-swinburne-university-of-technology-2025	Swinburne University of Technology	https://www.swinburne.edu.au/study/options/scholarships/554/moondani-vocational-centre-of-excellence-career-development-scholarship/	www.swinburne.edu.au	200	Moondani Vocational Centre of Excellence Career Development Scholarship  | Swinburne	title match 2/4
Sydney International Student Award (Malaysia) at The University of Sydney 2026	sydney-international-student-award-malaysia-at-the-university-of-sydney-2026	The University of Sydney	https://www.sydney.edu.au/scholarships/e/sydney-international-student-award-malaysia.html	www.sydney.edu.au	200	Sydney International Student Award - The University of Sydney	title match 6/7
Wigram Allen Scholarship for the Juris Doctor Award at University of Sydney 2026	wigram-allen-scholarship-for-the-juris-doctor-award-at-university-of-sydney-2026	The University of Sydney	https://www.sydney.edu.au/scholarships/b/wigram-allen-scholarship-juris-doctor-award.html	www.sydney.edu.au	200	Wigram Allen Scholarship Juris Doctor Award - Scholarships	title match 6/8
Janet O Connor Postgraduate Scholarship at The University of Sydney 2025	janet-o-connor-postgraduate-scholarship-at-the-university-of-sydney-2025	The University of Sydney	https://www.sydney.edu.au/scholarships/b/janet-oconnor-scholarship.html	www.sydney.edu.au	200	Janet O&#39;Connor Postgraduate Scholarship - Scholarships	title match 4/6
Hunstead Student Support Scholarship at The University of Sydney 2026	hunstead-student-support-scholarship-at-the-university-of-sydney-2026	The University of Sydney	https://www.sydney.edu.au/scholarships/d/hunstead-student-support-scholarship.html	www.sydney.edu.au	200	Hunstead Student Support Scholarship - Scholarships	title match 4/6
SOLVE CHD PhD Scholarship at The University of Sydney	solve-chd-phd-scholarship-at-the-university-of-sydney	The University of Sydney	https://www.sydney.edu.au/scholarships/c/solve-chd-phd-scholarship.html	www.sydney.edu.au	200	SOLVE-CHD PhD Scholarship - Scholarships	title match 2/4
Sydney International Student Award 2026	sydney-international-student-award-2026	The University of Sydney	https://www.sydney.edu.au/scholarships/e/sydney-international-student-award-central-asia.html	www.sydney.edu.au	200	Sydney International Student Award - The University of Sydney	title match 4/4
Sydney International Student Award  2025	sydney-international-student-award-2025	The University of Sydney	https://www.sydney.edu.au/study/fees-and-loans/scholarships/sydney-international-student-award.html	www.sydney.edu.au	200	Sydney International Student Award - The University of Sydney	title match 4/4
University of Sydney International Student Award (Myanmar) 2026	university-of-sydney-international-student-award-myanmar-2026	The University of Sydney	https://www.sydney.edu.au/scholarships/e/sydney-international-student-award-myanmar.html	www.sydney.edu.au	200	Sydney International Student Award - The University of Sydney	title match 5/6
Postgraduate Research Supplementary Scholarship in Transport and Logistics Studies 2025	postgraduate-research-supplementary-scholarship-in-transport-and-logistics-studies-2025	The University of Sydney	https://www.sydney.edu.au/scholarships/a/postgraduate-research-supplementary-scholarship-in-transport-and-logistics-studies.html	www.sydney.edu.au	200	Postgraduate Research Supplementary Scholarship in Transport and Logistics Studies - Scholarships	title match 7/7
Sydney International Student Award at The University of Sydney 2025	sydney-international-student-award-at-the-university-of-sydney-2025	The University of Sydney	https://www.sydney.edu.au/scholarships/e/sydney-international-student-award-vietnam.html	www.sydney.edu.au	200	Sydney International Student Award - The University of Sydney	title match 6/6
University of Sydney International Stipend Scholarship 2026	university-of-sydney-international-stipend-scholarship-2026	The University of Sydney	https://www.sydney.edu.au/scholarships/e/university-sydney-international-scholarship.html	www.sydney.edu.au	200	Australian Government Research Training Program scholarships - The University of Sydney	title match 3/5
The Deans Excellence Executive MBA Scholarship at University of Sydney 2025	the-deans-excellence-executive-mba-scholarship-at-university-of-sydney-2025	The University of Sydney	https://www.sydney.edu.au/scholarships/a/deans-excellence-scholarship-emba.html	www.sydney.edu.au	200	The Dean&#39;s Excellence Scholarship (Executive MBA) - Scholarships	title match 3/6
Romy Waterlow Training Fellowship Trust Scholarship, at The University of Sydney 2026	romy-waterlow-training-fellowship-trust-scholarship-at-the-university-of-sydney-2026	The University of Sydney	https://www.sydney.edu.au/scholarships/b/romy-waterlow-fellowship-trust.html	www.sydney.edu.au	200	Romy Waterlow Fellowship Trust - Scholarships	title match 4/7
